Trial,MSE,MAE,R2,Convolutions,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
347,0.7081719636917114,0.7081118822097778,0.17568594217300415,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,relu,rmsprop,20
348,0.607925534248352,0.6590291857719421,0.29237306118011475,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,relu,rmsprop,20
349,0.6428354382514954,0.63990718126297,0.25173789262771606,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,relu,rmsprop,20
350,0.5131346583366394,0.5955975651741028,0.4027099013328552,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,relu,rmsprop,20
351,0.6418442726135254,0.6813596487045288,0.25289154052734375,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,relu,rmsprop,20
352,0.7540984749794006,0.7054396867752075,0.12222737073898315,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,relu,rmsprop,20
353,0.599522590637207,0.6862143278121948,0.3021541237831116,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,rmsprop,20
354,0.6954799890518188,0.704610288143158,0.19045943021774292,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,rmsprop,20
355,0.5996378064155579,0.642594039440155,0.30202001333236694,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,relu,rmsprop,20
356,0.8422136902809143,0.7184962034225464,0.019661009311676025,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,relu,rmsprop,20
357,0.9937092065811157,0.8250436186790466,-0.15668022632598877,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,relu,rmsprop,20
358,0.6243166327476501,0.6297771334648132,0.27329379320144653,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,relu,rmsprop,20
359,0.6835098266601562,0.6614659428596497,0.20439273118972778,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,rmsprop,20
360,0.5587682127952576,0.6386706233024597,0.34959232807159424,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,rmsprop,20
361,0.7828919291496277,0.7312654852867126,0.088711678981781,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,leaky_relu,adam,20
362,0.8064557909965515,0.7580338716506958,0.06128329038619995,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,leaky_relu,adam,20
363,0.5997045636177063,0.6475569009780884,0.3019423484802246,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,leaky_relu,adam,20
364,1.2283790111541748,0.8441771864891052,-0.4298363924026489,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,leaky_relu,adam,20
365,6.058737754821777,2.326164960861206,-6.05238676071167,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,leaky_relu,adam,20
366,5.32407808303833,2.1700961589813232,-5.197241306304932,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,leaky_relu,adam,20
367,0.8471478819847107,0.7737343907356262,0.013917624950408936,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,leaky_relu,adam,20
368,0.8745790719985962,0.741759181022644,-0.018012404441833496,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,leaky_relu,adam,20
369,2.9501872062683105,1.545577049255371,-2.434025764465332,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,leaky_relu,adam,20
370,1.584328532218933,1.0415586233139038,-0.8441625833511353,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,leaky_relu,adam,20
371,7.168431758880615,2.552623987197876,-7.344074249267578,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,leaky_relu,adam,20
372,6.966116905212402,2.52081561088562,-7.108578681945801,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,leaky_relu,adam,20
373,0.7036775946617126,0.703779399394989,0.18091744184494019,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,leaky_relu,adam,20
374,0.6512355804443359,0.6581214666366577,0.2419600486755371,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,leaky_relu,adam,20
375,5.364463806152344,2.169142961502075,-5.244250297546387,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,leaky_relu,adam,20
376,0.5712921619415283,0.6078537106513977,0.3350144028663635,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,leaky_relu,adam,20
377,3.6208152770996094,1.7190749645233154,-3.2146387100219727,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,leaky_relu,adam,20
378,5.387238025665283,2.1544928550720215,-5.270759582519531,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,leaky_relu,adam,20
379,0.8879855275154114,0.7515570521354675,-0.033617496490478516,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,leaky_relu,sgd,20
380,0.6929171681404114,0.6472450494766235,0.19344258308410645,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,leaky_relu,sgd,20
381,0.648644745349884,0.6260319948196411,0.24497580528259277,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,leaky_relu,sgd,20
382,0.44564953446388245,0.5477971434593201,0.481262743473053,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,leaky_relu,sgd,20
383,0.5974521040916443,0.7248965501785278,0.3045641779899597,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,leaky_relu,sgd,20
384,0.815464198589325,0.7246821522712708,0.050797462463378906,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,leaky_relu,sgd,20
385,0.6645709872245789,0.6417635083198547,0.22643756866455078,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,leaky_relu,sgd,20
386,0.6640914082527161,0.6857174634933472,0.22699588537216187,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,leaky_relu,sgd,20
387,0.6698806881904602,0.6126089096069336,0.22025710344314575,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,leaky_relu,sgd,20
388,0.64373779296875,0.6193274259567261,0.25068747997283936,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,leaky_relu,sgd,20
389,0.6610212922096252,0.719936192035675,0.23056942224502563,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,leaky_relu,sgd,20
390,0.7881895303726196,0.7273731827735901,0.08254528045654297,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,leaky_relu,sgd,20
391,0.8382829427719116,0.7627929449081421,0.024236440658569336,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,leaky_relu,sgd,20
392,0.8465327620506287,0.7642384767532349,0.014633595943450928,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,leaky_relu,sgd,20
393,0.5468286275863647,0.5919451713562012,0.3634899854660034,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,leaky_relu,sgd,20
394,0.6372178792953491,0.6668370366096497,0.25827670097351074,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,leaky_relu,sgd,20
395,0.660582959651947,0.6491433382034302,0.23107969760894775,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,leaky_relu,sgd,20
396,0.6149352192878723,0.6599642634391785,0.2842137813568115,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,leaky_relu,sgd,20
397,1.9541934728622437,1.2015849351882935,-1.274686574935913,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,leaky_relu,adamw,20
398,0.564622700214386,0.6380435824394226,0.34277772903442383,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,leaky_relu,adamw,20
399,0.634109616279602,0.6616690754890442,0.26189470291137695,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,leaky_relu,adamw,20
400,0.9156733155250549,0.7853320837020874,-0.06584620475769043,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,leaky_relu,adamw,20
401,6.168155670166016,2.3440914154052734,-6.179749488830566,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,leaky_relu,adamw,20
402,4.466945171356201,1.976186752319336,-4.199535846710205,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,leaky_relu,adamw,20
403,0.47704648971557617,0.5520572066307068,0.4447166323661804,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,leaky_relu,adamw,20
404,0.5196378827095032,0.5899680256843567,0.3951401710510254,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,leaky_relu,adamw,20
405,3.387040615081787,1.6563711166381836,-2.9425241947174072,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,leaky_relu,adamw,20
406,0.8529048562049866,0.7519689798355103,0.007216453552246094,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,leaky_relu,adamw,20
407,6.29863977432251,2.366183042526245,-6.3316330909729,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,leaky_relu,adamw,20
408,7.782815456390381,2.6887993812561035,-8.059218406677246,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,leaky_relu,adamw,20
409,0.9645742177963257,0.8005936741828918,-0.12276697158813477,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,leaky_relu,adamw,20
410,0.5133499503135681,0.5867668390274048,0.4024592638015747,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,leaky_relu,adamw,20
411,0.6205681562423706,0.6455215215682983,0.27765703201293945,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,leaky_relu,adamw,20
412,2.334336757659912,1.314717411994934,-1.7171740531921387,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,leaky_relu,adamw,20
413,4.53627347946167,1.932252287864685,-4.2802348136901855,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,leaky_relu,adamw,20
414,4.874056339263916,1.998566746711731,-4.67341423034668,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,leaky_relu,adamw,20
415,0.6972202062606812,0.6662343144416809,0.18843382596969604,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,leaky_relu,rmsprop,20
416,0.7911054491996765,0.6897550225257874,0.07915109395980835,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,leaky_relu,rmsprop,20
417,0.6585497260093689,0.6824545860290527,0.23344635963439941,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,leaky_relu,rmsprop,20
418,0.650525689125061,0.6607503890991211,0.24278634786605835,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,leaky_relu,rmsprop,20
419,0.6325130462646484,0.6272678971290588,0.26375311613082886,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,leaky_relu,rmsprop,20
420,0.764344334602356,0.7472629547119141,0.11030113697052002,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,leaky_relu,rmsprop,20
421,0.586095929145813,0.6279546022415161,0.31778275966644287,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,leaky_relu,rmsprop,20
422,0.7642019987106323,0.7122507095336914,0.1104668378829956,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,leaky_relu,rmsprop,20
423,1.140676498413086,0.7628101110458374,-0.32775044441223145,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,leaky_relu,rmsprop,20
424,0.7938297986984253,0.6948164105415344,0.07598000764846802,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,leaky_relu,rmsprop,20
425,0.9502395391464233,0.8205544352531433,-0.10608136653900146,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,leaky_relu,rmsprop,20
426,0.5544267296791077,0.6349692940711975,0.3546457886695862,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,leaky_relu,rmsprop,20
427,0.6780861020088196,0.6684732437133789,0.21070599555969238,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,leaky_relu,rmsprop,20
428,0.8713980317115784,0.7859982252120972,-0.01430964469909668,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,leaky_relu,rmsprop,20
429,0.6365060806274414,0.6371435523033142,0.25910520553588867,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,leaky_relu,rmsprop,20
430,0.9650160074234009,0.8524218201637268,-0.12328124046325684,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,leaky_relu,rmsprop,20
431,0.64378821849823,0.6384815573692322,0.25062882900238037,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,leaky_relu,rmsprop,20
432,0.8680251836776733,0.7577285766601562,-0.01038360595703125,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,leaky_relu,rmsprop,20
433,0.7827742695808411,0.7338253259658813,0.08884871006011963,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,tanh,adam,20
434,0.899215579032898,0.820048987865448,-0.04668927192687988,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,tanh,adam,20
435,1.9740530252456665,1.1549426317214966,-1.2978029251098633,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,tanh,adam,20
436,1.8070971965789795,1.1243398189544678,-1.1034657955169678,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,tanh,adam,20
437,3.920663595199585,1.8393934965133667,-3.5636630058288574,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,tanh,adam,20
438,5.678942680358887,2.269496440887451,-5.610304355621338,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,tanh,adam,20
439,1.1425009965896606,0.8783292174339294,-0.32987427711486816,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,adam,20
440,0.7430886030197144,0.7452481389045715,0.13504290580749512,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,adam,20
441,4.038238048553467,1.863181471824646,-3.700519561767578,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,tanh,adam,20
442,0.5786256194114685,0.6168283820152283,0.3264782428741455,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,tanh,adam,20
443,4.620633125305176,2.036472797393799,-4.378429412841797,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,adam,20
444,5.116130352020264,2.160102605819702,-4.955189228057861,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,adam,20
445,0.5319558382034302,0.609451949596405,0.3808020353317261,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,adam,20
446,0.8924241662025452,0.7899463772773743,-0.038784146308898926,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,adam,20
447,2.877134084701538,1.5122910737991333,-2.348991632461548,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,tanh,adam,20
448,1.29985511302948,0.9610618352890015,-0.5130348205566406,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,tanh,adam,20
449,3.9335501194000244,1.8537579774856567,-3.578662872314453,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,adam,20
450,5.468864440917969,2.2327890396118164,-5.365772724151611,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,adam,20
451,0.9321273565292358,0.817444384098053,-0.0849987268447876,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,tanh,sgd,20
452,1.2555915117263794,0.9488667845726013,-0.46151185035705566,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,tanh,sgd,20
453,0.8165837526321411,0.7632353901863098,0.04949432611465454,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,tanh,sgd,20
454,0.952913761138916,0.8157846331596375,-0.10919415950775146,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,tanh,sgd,20
455,0.9586721658706665,0.8790968656539917,-0.11589694023132324,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,tanh,sgd,20
456,0.7666576504707336,0.7741951942443848,0.10760849714279175,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,tanh,sgd,20
457,0.9192250967025757,0.8302052617073059,-0.06998038291931152,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,sgd,20
458,1.1221030950546265,0.8750978708267212,-0.3061310052871704,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,sgd,20
459,0.8702749609947205,0.7708414793014526,-0.013002395629882812,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,tanh,sgd,20
460,1.0004842281341553,0.8129266500473022,-0.1645662784576416,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,tanh,sgd,20
461,0.6893154978752136,0.7243784070014954,0.19763487577438354,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,sgd,20
462,0.5927735567092896,0.6380152702331543,0.3100099563598633,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,sgd,20
463,0.7082377076148987,0.7367121577262878,0.17560940980911255,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,sgd,20
464,0.9115929007530212,0.8126847147941589,-0.06109654903411865,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,sgd,20
465,0.7901158928871155,0.7475436925888062,0.08030301332473755,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,tanh,sgd,20
466,1.1761811971664429,0.9085502028465271,-0.3690781593322754,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,tanh,sgd,20
467,0.8180354237556458,0.7789005637168884,0.04780459403991699,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,sgd,20
468,0.7389244437217712,0.7270240783691406,0.13989001512527466,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,sgd,20
469,0.9304112195968628,0.8193780183792114,-0.08300113677978516,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,tanh,adamw,20
470,0.943922221660614,0.8063216805458069,-0.09872806072235107,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,tanh,adamw,20
471,3.1445045471191406,1.579594373703003,-2.6602115631103516,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,tanh,adamw,20
472,1.6059447526931763,1.0609484910964966,-0.8693239688873291,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,tanh,adamw,20
473,5.847506523132324,2.3250293731689453,-5.806512832641602,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,tanh,adamw,20
474,5.639850616455078,2.2764999866485596,-5.564801216125488,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,tanh,adamw,20
475,1.827146291732788,1.1262530088424683,-1.1268031597137451,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,adamw,20
476,0.9583114385604858,0.7813977599143982,-0.11547708511352539,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,adamw,20
477,1.2070369720458984,0.9124060869216919,-0.40499424934387207,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,tanh,adamw,20
478,4.438963413238525,1.974941611289978,-4.166965007781982,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,tanh,adamw,20
479,4.671016216278076,2.059541940689087,-4.437075138092041,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,adamw,20
480,3.926544427871704,1.8528826236724854,-3.5705080032348633,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,adamw,20
481,0.5208494067192078,0.6058287024497986,0.39372992515563965,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,adamw,20
482,0.8999804258346558,0.8195726275444031,-0.04757964611053467,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,adamw,20
483,0.6564828753471375,0.6743636727333069,0.2358521819114685,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,tanh,adamw,20
484,3.6391358375549316,1.7408705949783325,-3.235963821411133,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,tanh,adamw,20
485,5.643603324890137,2.2806265354156494,-5.569169044494629,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,adamw,20
486,3.8887264728546143,1.8291791677474976,-3.5264878273010254,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,adamw,20
487,0.6635436415672302,0.7402576804161072,0.22763341665267944,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,tanh,rmsprop,20
488,0.878313422203064,0.7908191680908203,-0.022359132766723633,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,tanh,rmsprop,20
489,1.166961669921875,0.9146710634231567,-0.35834646224975586,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,tanh,rmsprop,20
490,0.736670970916748,0.7330921292304993,0.14251303672790527,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,tanh,rmsprop,20
491,1.1218434572219849,0.8405423760414124,-0.3058288097381592,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,tanh,rmsprop,20
492,1.2811623811721802,0.9398716688156128,-0.4912763833999634,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,tanh,rmsprop,20
493,0.7445522546768188,0.7958037257194519,0.13333916664123535,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,rmsprop,20
494,0.8103989958763123,0.7864543199539185,0.056693434715270996,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,rmsprop,20
495,0.7896698117256165,0.7632772326469421,0.08082228899002075,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,tanh,rmsprop,20
496,0.6741505265235901,0.7568384408950806,0.2152869701385498,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,tanh,rmsprop,20
497,0.8105970621109009,0.7700256705284119,0.05646282434463501,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,rmsprop,20
498,0.8901247978210449,0.8128446340560913,-0.036107659339904785,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,rmsprop,20
499,0.9459930062294006,0.8328622579574585,-0.10113835334777832,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,rmsprop,20
500,0.6505838632583618,0.7111800909042358,0.2427186369895935,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,rmsprop,20
501,0.7371340394020081,0.7327241897583008,0.14197403192520142,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,tanh,rmsprop,20
502,0.9902409911155701,0.8392323851585388,-0.152643084526062,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,tanh,rmsprop,20
503,1.002773404121399,0.8608904480934143,-0.16723096370697021,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,rmsprop,20
504,0.7095854878425598,0.7238912582397461,0.17404061555862427,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,rmsprop,20
505,0.8021420836448669,0.7740262150764465,0.06630450487136841,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,elu,adam,20
506,0.5404302477836609,0.6130179166793823,0.370937705039978,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,elu,adam,20
507,3.0028610229492188,1.5911160707473755,-2.495338201522827,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,elu,adam,20
508,0.6730083227157593,0.6828179955482483,0.21661657094955444,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,elu,adam,20
509,5.000180244445801,2.1235191822052,-4.820223331451416,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,elu,adam,20
510,4.306828022003174,1.9670705795288086,-4.013159275054932,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,elu,adam,20
511,0.647563099861145,0.6655426621437073,0.24623483419418335,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,elu,adam,20
512,0.7718988060951233,0.7181927561759949,0.10150772333145142,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,elu,adam,20
513,1.522670030593872,1.0508010387420654,-0.7723920345306396,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,elu,adam,20
514,4.838740825653076,2.088696002960205,-4.632307052612305,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,elu,adam,20
515,5.384278297424316,2.2062623500823975,-5.267314434051514,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,elu,adam,20
516,4.621300220489502,2.043602228164673,-4.379205703735352,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,elu,adam,20
517,0.6685652136802673,0.6438084244728088,0.22178834676742554,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,elu,adam,20
518,0.5419907569885254,0.6143503189086914,0.3691213130950928,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,elu,adam,20
519,3.892232656478882,1.8223257064819336,-3.530569076538086,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,elu,adam,20
520,3.612813711166382,1.7567470073699951,-3.205324649810791,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,elu,adam,20
