Trial,MSE,MAE,R2,Convolutions,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
698,0.7009106278419495,0.7060986161231995,0.18413817882537842,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,leaky_relu,adamw,20
699,0.6467004418373108,0.6869584918022156,0.24723893404006958,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,leaky_relu,adamw,20
700,0.5675874948501587,0.6133401989936829,0.3393266201019287,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,leaky_relu,adamw,20
701,5.602027416229248,2.2211153507232666,-5.520774841308594,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,leaky_relu,adamw,20
702,6.597591876983643,2.4504520893096924,-6.679614543914795,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,leaky_relu,adamw,20
703,0.6883262991905212,0.6704683899879456,0.19878637790679932,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,leaky_relu,rmsprop,20
704,0.5550943613052368,0.6010746359825134,0.35386866331100464,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,leaky_relu,rmsprop,20
705,1.1084392070770264,0.8000988960266113,-0.2902262210845947,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,leaky_relu,rmsprop,20
706,0.4941848814487457,0.5205208659172058,0.42476749420166016,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,leaky_relu,rmsprop,20
707,0.8596933484077454,0.8158373236656189,-0.0006853342056274414,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,leaky_relu,rmsprop,20
708,0.5041758418083191,0.6271499991416931,0.4131379723548889,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,leaky_relu,rmsprop,20
709,0.7972831130027771,0.7456558346748352,0.07196033000946045,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,leaky_relu,rmsprop,20
710,0.43722090125083923,0.5797097086906433,0.4910736680030823,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,leaky_relu,rmsprop,20
711,0.803791344165802,0.7402493357658386,0.06438475847244263,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,leaky_relu,rmsprop,20
712,0.6004990339279175,0.6141544580459595,0.30101752281188965,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,leaky_relu,rmsprop,20
713,0.75243079662323,0.7112067937850952,0.12416857481002808,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,leaky_relu,rmsprop,20
714,0.7535215020179749,0.705424964427948,0.12289893627166748,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,leaky_relu,rmsprop,20
715,0.8074936270713806,0.7157482504844666,0.06007528305053711,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,leaky_relu,rmsprop,20
716,0.6223443746566772,0.6103876233100891,0.2755895256996155,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,leaky_relu,rmsprop,20
717,0.6145573854446411,0.6245934367179871,0.28465354442596436,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,leaky_relu,rmsprop,20
718,0.6682137846946716,0.673445999622345,0.22219741344451904,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,leaky_relu,rmsprop,20
719,0.7484516501426697,0.6913609504699707,0.12880027294158936,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,leaky_relu,rmsprop,20
720,0.9295220375061035,0.7694579362869263,-0.08196616172790527,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,leaky_relu,rmsprop,20
721,0.9917072653770447,0.8418528437614441,-0.1543499231338501,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,tanh,adam,20
722,0.8038981556892395,0.7813937067985535,0.06426042318344116,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,tanh,adam,20
723,0.8226696848869324,0.7709915041923523,0.04241025447845459,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,tanh,adam,20
724,1.090010643005371,0.8453241586685181,-0.2687753438949585,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,tanh,adam,20
725,4.022061347961426,1.8672115802764893,-3.681690216064453,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,tanh,adam,20
726,5.282013416290283,2.169916868209839,-5.148277759552002,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,tanh,adam,20
727,0.9814497828483582,0.856559157371521,-0.14241015911102295,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,tanh,adam,20
728,0.9630337953567505,0.8222572207450867,-0.12097394466400146,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,tanh,adam,20
729,2.2136919498443604,1.241198182106018,-1.5767431259155273,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,tanh,adam,20
730,0.7847461104393005,0.7458467483520508,0.08655345439910889,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,tanh,adam,20
731,3.9743900299072266,1.8736318349838257,-3.6262006759643555,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,tanh,adam,20
732,5.834547519683838,2.3090126514434814,-5.791428565979004,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,tanh,adam,20
733,1.1801338195800781,0.8799552917480469,-0.37367892265319824,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,tanh,adam,20
734,1.2538620233535767,0.9420632123947144,-0.45949864387512207,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,tanh,adam,20
735,3.129138231277466,1.6000837087631226,-2.6423251628875732,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,tanh,adam,20
736,1.6045912504196167,1.0456368923187256,-0.867748498916626,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,tanh,adam,20
737,5.216855049133301,2.1817023754119873,-5.0724334716796875,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,tanh,adam,20
738,3.8465235233306885,1.8591407537460327,-3.4773635864257812,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,tanh,adam,20
739,1.15253484249115,0.9051580429077148,-0.3415536880493164,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,tanh,sgd,20
740,1.0821841955184937,0.8878844976425171,-0.2596653699874878,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,tanh,sgd,20
741,0.8239532113075256,0.7571942210197449,0.040916264057159424,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,tanh,sgd,20
742,1.110150694847107,0.9043497443199158,-0.2922184467315674,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,tanh,sgd,20
743,0.8745934367179871,0.7961365580558777,-0.018029093742370605,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,tanh,sgd,20
744,0.5552043914794922,0.6698080897331238,0.3537406325340271,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,tanh,sgd,20
745,0.7136716246604919,0.7321614623069763,0.16928434371948242,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,tanh,sgd,20
746,1.2049024105072021,0.9322312474250793,-0.40250957012176514,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,tanh,sgd,20
747,0.7981196641921997,0.7418519258499146,0.07098656892776489,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,tanh,sgd,20
748,1.1067978143692017,0.8092861175537109,-0.28831565380096436,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,tanh,sgd,20
749,0.9607282280921936,0.8424634337425232,-0.11829018592834473,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,tanh,sgd,20
750,0.5890313982963562,0.669651448726654,0.31436586380004883,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,tanh,sgd,20
751,0.6871175765991211,0.7018976211547852,0.20019328594207764,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,tanh,sgd,20
752,0.8744586110115051,0.8144043684005737,-0.017872095108032227,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,tanh,sgd,20
753,1.189946174621582,0.9105924367904663,-0.38510048389434814,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,tanh,sgd,20
754,0.8167401552200317,0.7999649047851562,0.0493122935295105,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,tanh,sgd,20
755,0.5993340611457825,0.6258760094642639,0.30237358808517456,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,tanh,sgd,20
756,0.5092254281044006,0.6041026711463928,0.40726029872894287,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,tanh,sgd,20
757,0.9732778668403625,0.8153939247131348,-0.1328979730606079,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,tanh,adamw,20
758,1.4007726907730103,0.9291587471961975,-0.6305030584335327,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,tanh,adamw,20
759,1.1313165426254272,0.8830077052116394,-0.31685543060302734,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,tanh,adamw,20
760,3.5875303745269775,1.7448631525039673,-3.1758947372436523,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,tanh,adamw,20
761,3.4280130863189697,1.7404963970184326,-2.9902164936065674,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,tanh,adamw,20
762,4.87870454788208,2.0961482524871826,-4.678825378417969,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,tanh,adamw,20
763,1.4254083633422852,0.9709763526916504,-0.6591790914535522,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,tanh,adamw,20
764,1.1441069841384888,0.8837369680404663,-0.33174359798431396,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,tanh,adamw,20
765,3.2050492763519287,1.64494788646698,-2.7306859493255615,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,tanh,adamw,20
766,1.7980222702026367,1.1163743734359741,-1.092902660369873,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,tanh,adamw,20
767,5.0737481117248535,2.1337640285491943,-4.905856132507324,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,tanh,adamw,20
768,4.989867210388184,2.104097604751587,-4.808218479156494,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,tanh,adamw,20
769,0.9683457016944885,0.8216780424118042,-0.12715697288513184,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,tanh,adamw,20
770,1.1136789321899414,0.9208133816719055,-0.2963252067565918,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,tanh,adamw,20
771,0.9681110382080078,0.7646295428276062,-0.126883864402771,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,tanh,adamw,20
772,0.9101006388664246,0.7774443626403809,-0.05935955047607422,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,tanh,adamw,20
773,5.875924587249756,2.326312780380249,-5.839591979980469,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,tanh,adamw,20
774,5.181507587432861,2.1539385318756104,-5.0312886238098145,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,tanh,adamw,20
775,0.7384002804756165,0.7645894289016724,0.14050012826919556,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,tanh,rmsprop,20
776,0.8523488640785217,0.7908164262771606,0.007863640785217285,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,tanh,rmsprop,20
777,1.1770912408828735,0.8917778730392456,-0.3701373338699341,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,tanh,rmsprop,20
778,0.7337327599525452,0.7621845006942749,0.1459330916404724,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,tanh,rmsprop,20
779,0.844039261341095,0.7871471643447876,0.01753610372543335,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,tanh,rmsprop,20
780,1.3508520126342773,0.9330496191978455,-0.5723953247070312,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,tanh,rmsprop,20
781,1.017745852470398,0.8554953336715698,-0.18465888500213623,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,tanh,rmsprop,20
782,1.3266839981079102,0.9771246314048767,-0.5442637205123901,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,tanh,rmsprop,20
783,0.9888321757316589,0.8634845018386841,-0.15100336074829102,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,tanh,rmsprop,20
784,0.9235709309577942,0.7877045273780823,-0.07503902912139893,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,tanh,rmsprop,20
785,1.0597798824310303,0.851565957069397,-0.23358654975891113,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,tanh,rmsprop,20
786,1.4332237243652344,1.0035855770111084,-0.6682761907577515,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,tanh,rmsprop,20
787,0.8702545762062073,0.8198400735855103,-0.012978672981262207,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,tanh,rmsprop,20
788,0.7987216114997864,0.8060707449913025,0.07028597593307495,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,tanh,rmsprop,20
789,1.1153422594070435,0.9050196409225464,-0.2982614040374756,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,tanh,rmsprop,20
790,1.2485214471817017,0.9071570634841919,-0.4532822370529175,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,tanh,rmsprop,20
791,0.9014485478401184,0.8065769076347351,-0.04928851127624512,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,tanh,rmsprop,20
792,1.2290350198745728,0.9317811131477356,-0.4305999279022217,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,tanh,rmsprop,20
793,0.6996336579322815,0.6934879422187805,0.18562453985214233,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,elu,adam,20
794,0.6129888296127319,0.6239129900932312,0.2864794135093689,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,elu,adam,20
795,0.5056493878364563,0.560526967048645,0.4114227890968323,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,elu,adam,20
796,0.7673051953315735,0.7018560767173767,0.10685473680496216,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,elu,adam,20
797,5.438314914703369,2.2280192375183105,-5.330212593078613,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,elu,adam,20
798,5.677332401275635,2.2760627269744873,-5.608429908752441,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,elu,adam,20
799,0.6786710023880005,0.6697007417678833,0.2100251317024231,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,elu,adam,20
800,0.5646796822547913,0.6200574636459351,0.34271132946014404,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,elu,adam,20
801,2.9953548908233643,1.5798550844192505,-2.486600875854492,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,elu,adam,20
802,1.624617576599121,1.0520267486572266,-0.891059160232544,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,elu,adam,20
803,3.8594188690185547,1.8348901271820068,-3.4923739433288574,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,elu,adam,20
804,6.124961853027344,2.3630659580230713,-6.129471778869629,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,elu,adam,20
805,0.4778866469860077,0.590581476688385,0.4437386989593506,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,elu,adam,20
806,0.5781498551368713,0.6390720009803772,0.32703202962875366,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,elu,adam,20
807,2.259110927581787,1.3159629106521606,-1.6296110153198242,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,elu,adam,20
808,4.713603973388672,2.039001703262329,-4.486647605895996,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,elu,adam,20
809,5.1234636306762695,2.142427921295166,-4.963725566864014,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,elu,adam,20
810,5.685057640075684,2.27614426612854,-5.617422103881836,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,elu,adam,20
811,0.5223463177680969,0.6017927527427673,0.39198750257492065,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,elu,sgd,20
812,0.5622692108154297,0.6239255666732788,0.3455171585083008,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,elu,sgd,20
813,0.6208146214485168,0.6342257857322693,0.2773701548576355,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,elu,sgd,20
814,0.7251371145248413,0.7122793793678284,0.1559385061264038,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,elu,sgd,20
815,0.6480571031570435,0.7343416810035706,0.24565976858139038,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,elu,sgd,20
816,0.5466920733451843,0.6361085772514343,0.36364901065826416,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,elu,sgd,20
817,0.6212689280509949,0.6880398988723755,0.27684128284454346,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,elu,sgd,20
818,0.4769001007080078,0.588664710521698,0.44488704204559326,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,elu,sgd,20
819,0.6758555769920349,0.6820567846298218,0.21330231428146362,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,elu,sgd,20
820,0.8108090162277222,0.7389715909957886,0.05621618032455444,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,elu,sgd,20
821,0.5261882543563843,0.5755700469017029,0.38751548528671265,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,elu,sgd,20
822,0.5422276854515076,0.5920180082321167,0.36884552240371704,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,elu,sgd,20
823,0.8856180310249329,0.7845823168754578,-0.030861735343933105,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,elu,sgd,20
824,0.7269391417503357,0.7246453166007996,0.15384089946746826,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,elu,sgd,20
825,0.8905938267707825,0.7438016533851624,-0.03665351867675781,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,elu,sgd,20
826,0.6470180153846741,0.6949502229690552,0.24686932563781738,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,elu,sgd,20
827,0.5528313517570496,0.596610426902771,0.35650283098220825,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,elu,sgd,20
828,0.37955668568611145,0.5416415929794312,0.5581949949264526,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,elu,sgd,20
829,0.6209785342216492,0.6836191415786743,0.2771793007850647,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,elu,adamw,20
830,0.6211609840393066,0.6490132212638855,0.27696698904037476,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,elu,adamw,20
831,1.4463796615600586,0.9806910157203674,-0.6835898160934448,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,elu,adamw,20
832,2.6794943809509277,1.4587230682373047,-2.118938446044922,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,elu,adamw,20
833,4.378929615020752,1.970454216003418,-4.097085952758789,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,elu,adamw,20
834,5.612253665924072,2.24928879737854,-5.532678127288818,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,elu,adamw,20
835,0.4556625485420227,0.5595583319664001,0.4696075916290283,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,elu,adamw,20
836,0.6867769956588745,0.6753114461898804,0.20058977603912354,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,elu,adamw,20
837,0.9431679844856262,0.7932323217391968,-0.09784996509552002,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,elu,adamw,20
838,3.172567844390869,1.61696457862854,-2.6928775310516357,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,elu,adamw,20
839,5.886834621429443,2.3202576637268066,-5.852291584014893,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,elu,adamw,20
840,6.072380065917969,2.3653738498687744,-6.06826639175415,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,elu,adamw,20
841,0.37127548456192017,0.4938717484474182,0.5678343772888184,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,elu,adamw,20
842,0.5087484121322632,0.5849359631538391,0.40781551599502563,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,elu,adamw,20
843,2.7546305656433105,1.448581337928772,-2.206397294998169,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,elu,adamw,20
844,0.8422686457633972,0.7016552090644836,0.01959705352783203,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,elu,adamw,20
845,4.386165142059326,1.9621704816818237,-4.105507850646973,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,elu,adamw,20
846,4.621739387512207,2.0206704139709473,-4.379716873168945,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,elu,adamw,20
847,0.773753821849823,0.7624040842056274,0.09934848546981812,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,elu,rmsprop,20
848,0.6100085377693176,0.7062085270881653,0.2899484634399414,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,elu,rmsprop,20
849,0.6582595109939575,0.6751591563224792,0.23378413915634155,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,elu,rmsprop,20
850,0.5656133890151978,0.6112762689590454,0.34162449836730957,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,elu,rmsprop,20
851,0.7799821496009827,0.7305267453193665,0.09209871292114258,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,elu,rmsprop,20
852,0.7271285653114319,0.6747129559516907,0.1536204218864441,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,elu,rmsprop,20
853,0.6463991403579712,0.700548529624939,0.24758964776992798,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,elu,rmsprop,20
854,0.573855996131897,0.640919029712677,0.3320300579071045,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,elu,rmsprop,20
855,0.5490683913230896,0.6366962790489197,0.3608829379081726,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,elu,rmsprop,20
856,0.46589773893356323,0.5990932583808899,0.45769381523132324,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,elu,rmsprop,20
857,0.5451661944389343,0.6369219422340393,0.36542510986328125,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,elu,rmsprop,20
858,0.6755608320236206,0.6792603731155396,0.21364539861679077,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,elu,rmsprop,20
859,0.6533755660057068,0.6851125359535217,0.23946911096572876,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,elu,rmsprop,20
860,0.6756090521812439,0.6717709898948669,0.21358925104141235,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,elu,rmsprop,20
861,0.9067328572273254,0.7787315249443054,-0.05543947219848633,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,elu,rmsprop,20
862,0.7698159217834473,0.7362833619117737,0.1039322018623352,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,elu,rmsprop,20
863,0.5098259449005127,0.6097094416618347,0.4065612554550171,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,elu,rmsprop,20
864,0.5940578579902649,0.6609359979629517,0.30851513147354126,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,elu,rmsprop,20
865,0.555271565914154,0.6299411058425903,0.353662371635437,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,relu,adam,20
866,0.8759636878967285,0.7265754342079163,-0.01962411403656006,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,relu,adam,20
867,0.7846617102622986,0.6665393114089966,0.08665168285369873,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,relu,adam,20
868,0.7605829238891602,0.686878502368927,0.11467945575714111,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,relu,adam,20
869,8.198957443237305,2.7490768432617188,-8.543608665466309,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,relu,adam,20
870,5.160984039306641,2.1528913974761963,-5.007399082183838,"[32, 16, 8]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,relu,adam,20
871,0.6178709864616394,0.6764338612556458,0.28079646825790405,"[32, 16, 8]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,relu,adam,20
872,0.4894348680973053,0.5809569954872131,0.43029654026031494,"[32, 16, 8]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,relu,adam,20
873,3.344163179397583,1.6052335500717163,-2.8926146030426025,"[32, 16, 8]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,relu,adam,20
